,League,Year,Code,Team,Salary
455,mls,2018,CLB,Columbus Crew,6999423.0
456,mls,2018,DC,D.C. United,8865513.0
457,mls,2018,CIN,FC Cincinnati,2057576.0
458,mls,2018,DAL,FC Dallas,8176794.0
459,mls,2018,HOU,Houston Dynamo,5304148.0
460,mls,2018,LA,LA Galaxy,16976812.0
461,mls,2018,LAFC,Los Angeles FC,14166738.0
462,mls,2018,MIN,Minnesota United FC,8290505.0
463,mls,2018,MTL,Montreal Impact,11768066.0
464,mls,2018,NE,New England Revolution,7806034.0
465,mls,2018,NYC,New York City FC,14053171.0
466,mls,2018,NY,New York Red Bulls,7336534.0
467,mls,2018,ORL,Orlando City,7719087.0
468,mls,2018,PHI,Philadelphia Union,8072129.0
469,mls,2018,POR,Portland Timbers,10164053.0
470,mls,2018,RSL,Real Salt Lake,8729424.0
471,mls,2018,SJ,San Jose Earthquakes,7508343.0
472,mls,2018,SEA,Seattle Sounders FC,12787745.0
473,mls,2018,SKC,Sporting Kansas City,9655576.0
474,mls,2018,TOR,Toronto FC,25747264.0
475,mls,2018,VAN,Vancouver Whitecaps FC,7178880.0
476,mls,2019,ATL,Atlanta United FC,11485111.0
477,mls,2019,CHI,Chicago Fire,16073705.0
478,mls,2019,COL,Colorado Rapids,8036215.0
479,mls,2019,CLB,Columbus Crew,10049306.0
480,mls,2019,DC,D.C. United,10414746.0
481,mls,2019,CIN,FC Cincinnati,9488759.0
482,mls,2019,DAL,FC Dallas,7466944.0
483,mls,2019,HOU,Houston Dynamo,7602582.0
484,mls,2019,LA,LA Galaxy,17724081.0
485,mls,2019,LAFC,Los Angeles FC,13338959.0
486,mls,2019,MIN,Minnesota United FC,8222686.0
487,mls,2019,MTL,Montreal Impact,11470278.0
488,mls,2019,NSH,Nashville SC,172296.0
489,mls,2019,NE,New England Revolution,8182996.0
490,mls,2019,NYC,New York City FC,9542039.0
491,mls,2019,NY,New York Red Bulls,7486025.0
492,mls,2019,ORL,Orlando City,10684789.0
493,mls,2019,PHI,Philadelphia Union,8459186.0
494,mls,2019,POR,Portland Timbers,11105358.0
495,mls,2019,RSL,Real Salt Lake,9940119.0
496,mls,2019,SJ,San Jose Earthquakes,8121656.0
497,mls,2019,SEA,Seattle Sounders FC,12054716.0
498,mls,2019,SKC,Sporting Kansas City,12080510.0
499,mls,2019,TOR,Toronto FC,21244519.0
500,mls,2019,VAN,Vancouver Whitecaps FC,5807495.0
501,mls,2020,ATL,Atlanta United FC,13184580.0
502,mls,2020,CHI,Chicago Fire,11472125.0
503,mls,2020,COL,Colorado Rapids,6120394.0
504,mls,2020,CLB,Columbus Crew,12384982.0
505,mls,2020,DC,D.C. United,8068092.0
506,mls,2020,CIN,FC Cincinnati,12016445.0
507,mls,2020,DAL,FC Dallas,10090541.0
508,mls,2020,HOU,Houston Dynamo,8870968.0
509,mls,2020,MIA,Inter Miami FC,13086521.0
510,mls,2020,LA,LA Galaxy,16811192.0
511,mls,2020,LAFC,Los Angeles FC,12899502.0
512,mls,2020,MIN,Minnesota United FC,9002470.0
513,mls,2020,MTL,Montreal Impact,10641859.0
514,mls,2020,NSH,Nashville SC,8063650.0
515,mls,2020,NE,New England Revolution,11447878.0
516,mls,2020,NYC,New York City FC,12187832.0
517,mls,2020,NY,New York Red Bulls,7050054.0
518,mls,2020,ORL,Orlando City,10003461.0
519,mls,2020,PHI,Philadelphia Union,8516499.0
520,mls,2020,POR,Portland Timbers,11443295.0
521,mls,2020,RSL,Real Salt Lake,9254828.0
522,mls,2020,SJ,San Jose Earthquakes,9874989.0
523,mls,2020,SEA,Seattle Sounders FC,12412500.0
524,mls,2020,SKC,Sporting Kansas City,12807584.0
525,mls,2020,TOR,Toronto FC,18528776.0
526,mls,2020,VAN,Vancouver Whitecaps FC,7639268.0
527,mls,2021,ATL,Atlanta United FC,18826032.0
528,mls,2021,ATX,Austin FC,11751103.0
529,mls,2021,MTL,CF Montreal,11186772.0
530,mls,2021,CHI,Chicago Fire,13002668.0
531,mls,2021,COL,Colorado Rapids,8820038.0
532,mls,2021,CLB,Columbus Crew,12557305.0
533,mls,2021,DC,D.C. United,10574323.0
534,mls,2021,CIN,FC Cincinnati,14082405.0
535,mls,2021,DAL,FC Dallas,10506289.0
536,mls,2021,HOU,Houston Dynamo,10573227.0
537,mls,2021,MIA,Inter Miami FC,16525292.0
538,mls,2021,LA,LA Galaxy,17839427.0
539,mls,2021,LAFC,Los Angeles FC,14189716.0
540,mls,2021,MIN,Minnesota United FC,11527572.0
541,mls,2021,NSH,Nashville SC,10315124.0
542,mls,2021,NE,New England Revolution,10507615.0
543,mls,2021,NYC,New York City FC,13760924.0
544,mls,2021,NY,New York Red Bulls,9036175.0
545,mls,2021,ORL,Orlando City,10828754.0
546,mls,2021,PHI,Philadelphia Union,8919596.0
547,mls,2021,POR,Portland Timbers,10417198.0
548,mls,2021,RSL,Real Salt Lake,10307956.0
549,mls,2021,SJ,San Jose Earthquakes,9716050.0
550,mls,2021,SEA,Seattle Sounders FC,12742519.0
551,mls,2021,SKC,Sporting Kansas City,12387795.0
552,mls,2021,TOR,Toronto FC,15513555.0
553,mls,2021,VAN,Vancouver Whitecaps FC,10507728.0
554,mls,2022,ATL,Atlanta United FC,18072906.0
555,mls,2022,ATX,Austin FC,15081027.0
556,mls,2022,MTL,CF Montreal,11752370.0
557,mls,2022,CLT,Charlotte FC,10919686.0
558,mls,2022,CHI,Chicago Fire,17787877.0
559,mls,2022,COL,Colorado Rapids,10483345.0
560,mls,2022,CLB,Columbus Crew,16110506.0
561,mls,2022,DC,D.C. United,16079608.0
562,mls,2022,CIN,FC Cincinnati,13437446.0
563,mls,2022,DAL,FC Dallas,13778280.0
564,mls,2022,HOU,Houston Dynamo,15899836.0
565,mls,2022,MIA,Inter Miami FC,17680936.0
566,mls,2022,LA,LA Galaxy,22827019.0
567,mls,2022,LAFC,Los Angeles FC,20451014.0
568,mls,2022,TEMP,MLS,1333333.0
569,mls,2022,MIN,Minnesota United FC,10284693.0
570,mls,2022,NSH,Nashville SC,10897348.0
571,mls,2022,NE,New England Revolution,15522060.0
572,mls,2022,NYC,New York City FC,11925850.0
573,mls,2022,NY,New York Red Bulls,11701891.0
574,mls,2022,ORL,Orlando City,11162418.0
575,mls,2022,PHI,Philadelphia Union,10657333.0
576,mls,2022,POR,Portland Timbers,10438560.0
577,mls,2022,RSL,Real Salt Lake,11470686.0
578,mls,2022,SJ,San Jose Earthquakes,11039654.0
579,mls,2022,SEA,Seattle Sounders FC,16121352.0
580,mls,2022,SKC,Sporting Kansas City,14834978.0
581,mls,2022,TOR,Toronto FC,33241969.0
582,mls,2022,VAN,Vancouver Whitecaps FC,12440827.0
583,nba,2020,ATL,Atlanta Hawks,116695055.0
584,nba,2020,BOS,Boston Celtics,130767745.0
585,nba,2020,BKN,Brooklyn Nets,168550487.0
586,nba,2020,CHA,Charlotte Hornets,107134070.0
587,nba,2020,CHI,Chicago Bulls,128065350.0
588,nba,2020,CLE,Cleveland Cavaliers,126527288.0
589,nba,2020,DAL,Dallas Mavericks,125815404.0
590,nba,2020,DEN,Denver Nuggets,131820534.0
591,nba,2020,DET,Detroit Pistons,115013466.0
592,nba,2020,GS,Golden State Warriors,175825052.0
593,nba,2020,HOU,Houston Rockets,129533390.0
594,nba,2020,IND,Indiana Pacers,129005732.0
595,nba,2020,LAC,LA Clippers,137405301.0
596,nba,2020,LAL,Los Angeles Lakers,138544305.0
597,nba,2020,MEM,Memphis Grizzlies,134245326.0
598,nba,2020,MIA,Miami Heat,135572405.0
599,nba,2020,MIL,Milwaukee Bucks,133224345.0
600,nba,2020,MIN,Minnesota Timberwolves,159195461.0
601,nba,2020,NO,New Orleans Pelicans,132616252.0
602,nba,2020,NY,New York Knicks,101969879.0
603,nba,2020,OKC,Oklahoma City Thunder,104570165.0
604,nba,2020,ORL,Orlando Magic,118898403.0
605,nba,2020,PHI,Philadelphia 76ers,147787869.0
606,nba,2020,PHX,Phoenix Suns,130285572.0
607,nba,2020,POR,Portland Trail Blazers,135448164.0
608,nba,2020,SAC,Sacramento Kings,115582515.0
609,nba,2020,SA,San Antonio Spurs,150150620.0
610,nba,2020,TOR,Toronto Raptors,143726386.0
611,nba,2020,UTAH,Utah Jazz,138998838.0
612,nba,2020,WSH,Washington Wizards,160772292.0
613,nba,2021,ATL,Atlanta Hawks,132773339.0
614,nba,2021,BOS,Boston Celtics,135425801.0
615,nba,2021,BKN,Brooklyn Nets,172820410.0
616,nba,2021,CHA,Charlotte Hornets,120990744.0
617,nba,2021,CHI,Chicago Bulls,136118673.0
618,nba,2021,CLE,Cleveland Cavaliers,133138401.0
619,nba,2021,DAL,Dallas Mavericks,146734486.0
620,nba,2021,DEN,Denver Nuggets,138963942.0
621,nba,2021,DET,Detroit Pistons,128989131.0
622,nba,2021,GS,Golden State Warriors,184024769.0
623,nba,2021,HOU,Houston Rockets,132065764.0
624,nba,2021,IND,Indiana Pacers,136089712.0
625,nba,2021,LAC,LA Clippers,166162398.0
626,nba,2021,LAL,Los Angeles Lakers,160861720.0
627,nba,2021,MEM,Memphis Grizzlies,115994102.0
628,nba,2021,MIA,Miami Heat,138804919.0
629,nba,2021,MIL,Milwaukee Bucks,160663369.0
630,nba,2021,MIN,Minnesota Timberwolves,165734220.0
631,nba,2021,NO,New Orleans Pelicans,134663536.0
632,nba,2021,NY,New York Knicks,118396240.0
633,nba,2021,OKC,Oklahoma City Thunder,90513233.0
634,nba,2021,ORL,Orlando Magic,128481240.0
635,nba,2021,PHI,Philadelphia 76ers,156429129.0
636,nba,2021,PHX,Phoenix Suns,133742329.0
637,nba,2021,POR,Portland Trail Blazers,129526823.0
638,nba,2021,SAC,Sacramento Kings,132576503.0
639,nba,2021,SA,San Antonio Spurs,126419926.0
640,nba,2021,TOR,Toronto Raptors,149439621.0
641,nba,2021,UTAH,Utah Jazz,145969091.0
642,nba,2021,WSH,Washington Wizards,155635311.0
643,nba,2022,ATL,Atlanta Hawks,149133740.0
644,nba,2022,BOS,Boston Celtics,176795764.0
645,nba,2022,BKN,Brooklyn Nets,166975123.0
646,nba,2022,CHA,Charlotte Hornets,146049640.0
647,nba,2022,CHI,Chicago Bulls,153093665.0
648,nba,2022,CLE,Cleveland Cavaliers,154561446.0
649,nba,2022,DAL,Dallas Mavericks,180090371.0
650,nba,2022,DEN,Denver Nuggets,169601210.0
651,nba,2022,DET,Detroit Pistons,127673493.0
652,nba,2022,GS,Golden State Warriors,199320856.0
653,nba,2022,HOU,Houston Rockets,138296534.0
654,nba,2022,IND,Indiana Pacers,123981439.0
655,nba,2022,LAC,LA Clippers,193025394.0
656,nba,2022,LAL,Los Angeles Lakers,180067292.0
657,nba,2022,MEM,Memphis Grizzlies,127756781.0
658,nba,2022,MIA,Miami Heat,152766041.0
659,nba,2022,MIL,Milwaukee Bucks,181849255.0
660,nba,2022,MIN,Minnesota Timberwolves,174906722.0
661,nba,2022,NO,New Orleans Pelicans,154090191.0
662,nba,2022,NY,New York Knicks,150263571.0
663,nba,2022,OKC,Oklahoma City Thunder,155437627.0
664,nba,2022,ORL,Orlando Magic,138311945.0
665,nba,2022,PHI,Philadelphia 76ers,164391836.0
666,nba,2022,PHX,Phoenix Suns,175806777.0
667,nba,2022,POR,Portland Trail Blazers,151480955.0
668,nba,2022,SAC,Sacramento Kings,154815256.0
669,nba,2022,SA,San Antonio Spurs,101549048.0
670,nba,2022,TOR,Toronto Raptors,149260166.0
671,nba,2022,UTAH,Utah Jazz,147162541.0
672,nba,2022,WSH,Washington Wizards,183801576.0
673,nfl,2020,ARI,Arizona Cardinals,194162965.0
674,nfl,2020,ATL,Atlanta Falcons,199335990.0
675,nfl,2020,BAL,Baltimore Ravens,190989245.0
676,nfl,2020,BUF,Buffalo Bills,218228694.0
677,nfl,2020,CAR,Carolina Panthers,204039300.0
678,nfl,2020,CHI,Chicago Bears,204713154.0
679,nfl,2020,CIN,Cincinnati Bengals,197637354.0
680,nfl,2020,CLE,Cleveland Browns,199101772.0
681,nfl,2020,DAL,Dallas Cowboys,191282501.0
682,nfl,2020,DEN,Denver Broncos,195780141.0
683,nfl,2020,DET,Detroit Lions,201274115.0
684,nfl,2020,GB,Green Bay Packers,199876795.0
685,nfl,2020,HOU,Houston Texans,210781361.0
686,nfl,2020,IND,Indianapolis Colts,231385518.0
687,nfl,2020,JAX,Jacksonville Jaguars,184288252.0
688,nfl,2020,KC,Kansas City Chiefs,216749367.0
689,nfl,2020,LV,Las Vegas Raiders,214145655.0
690,nfl,2020,LAC,Los Angeles Chargers,195831096.0
691,nfl,2020,LAR,Los Angeles Rams,196611667.0
692,nfl,2020,MIA,Miami Dolphins,202755153.0
693,nfl,2020,MIN,Minnesota Vikings,195029407.0
694,nfl,2020,NE,New England Patriots,186649624.0
695,nfl,2020,NO,New Orleans Saints,194082268.0
696,nfl,2020,NYG,New York Giants,192619204.0
697,nfl,2020,NYJ,New York Jets,182498749.0
698,nfl,2020,PHI,Philadelphia Eagles,200593459.0
699,nfl,2020,PIT,Pittsburgh Steelers,194669953.0
700,nfl,2020,SF,San Francisco 49ers,202659073.0
701,nfl,2020,SEA,Seattle Seahawks,200893810.0
702,nfl,2020,TB,Tampa Bay Buccaneers,199841623.0
703,nfl,2020,TEN,Tennessee Titans,216614008.0
704,nfl,2020,WSH,Washington Football Team,193135405.0
705,nfl,2021,ARI,Arizona Cardinals,191127625.0
706,nfl,2021,ATL,Atlanta Falcons,185499791.0
707,nfl,2021,BAL,Baltimore Ravens,182781957.0
708,nfl,2021,BUF,Buffalo Bills,187735198.0
709,nfl,2021,CAR,Carolina Panthers,181771931.0
710,nfl,2021,CHI,Chicago Bears,188749384.0
711,nfl,2021,CIN,Cincinnati Bengals,191286587.0
712,nfl,2021,CLE,Cleveland Browns,202441273.0
713,nfl,2021,DAL,Dallas Cowboys,205327031.0
714,nfl,2021,DEN,Denver Broncos,188343846.0
715,nfl,2021,DET,Detroit Lions,196592545.0
716,nfl,2021,GB,Green Bay Packers,181317830.0
717,nfl,2021,HOU,Houston Texans,186825534.0
718,nfl,2021,IND,Indianapolis Colts,187317746.0
719,nfl,2021,JAX,Jacksonville Jaguars,180473269.0
720,nfl,2021,KC,Kansas City Chiefs,185112146.0
721,nfl,2021,LV,Las Vegas Raiders,189930974.0
722,nfl,2021,LAC,Los Angeles Chargers,183047309.0
723,nfl,2021,LAR,Los Angeles Rams,184237455.0
724,nfl,2021,MIA,Miami Dolphins,195163942.0
725,nfl,2021,MIN,Minnesota Vikings,188620675.0
726,nfl,2021,NE,New England Patriots,200573159.0
727,nfl,2021,NO,New Orleans Saints,185212258.0
728,nfl,2021,NYG,New York Giants,182521051.0
729,nfl,2021,NYJ,New York Jets,205736640.0
730,nfl,2021,PHI,Philadelphia Eagles,189181452.0
731,nfl,2021,PIT,Pittsburgh Steelers,175907130.0
732,nfl,2021,SF,San Francisco 49ers,195101014.0
733,nfl,2021,SEA,Seattle Seahawks,172703125.0
734,nfl,2021,TB,Tampa Bay Buccaneers,181119199.0
735,nfl,2021,TEN,Tennessee Titans,184416734.0
736,nfl,2021,WSH,Washington Football Team,193566718.0
737,nfl,2022,ARI,Arizona Cardinals,204903998.0
738,nfl,2022,ATL,Atlanta Falcons,202265825.0
739,nfl,2022,BAL,Baltimore Ravens,204617520.0
740,nfl,2022,BUF,Buffalo Bills,206691460.0
741,nfl,2022,CAR,Carolina Panthers,202249051.0
742,nfl,2022,CHI,Chicago Bears,204696905.0
743,nfl,2022,CIN,Cincinnati Bengals,210200068.0
744,nfl,2022,CLE,Cleveland Browns,186513983.0
745,nfl,2022,DAL,Dallas Cowboys,215338768.0
746,nfl,2022,DEN,Denver Broncos,210892216.0
747,nfl,2022,DET,Detroit Lions,214423875.0
748,nfl,2022,GB,Green Bay Packers,211925991.0
749,nfl,2022,HOU,Houston Texans,212666643.0
750,nfl,2022,IND,Indianapolis Colts,205811217.0
751,nfl,2022,JAX,Jacksonville Jaguars,231233180.0
752,nfl,2022,KC,Kansas City Chiefs,205249141.0
753,nfl,2022,LV,Las Vegas Raiders,199666719.0
754,nfl,2022,LAC,Los Angeles Chargers,212129671.0
755,nfl,2022,LAR,Los Angeles Rams,200270156.0
756,nfl,2022,MIA,Miami Dolphins,208559442.0
757,nfl,2022,MIN,Minnesota Vikings,208790359.0
758,nfl,2022,NE,New England Patriots,208004554.0
759,nfl,2022,NO,New Orleans Saints,206828041.0
760,nfl,2022,NYG,New York Giants,203667108.0
761,nfl,2022,NYJ,New York Jets,201530545.0
762,nfl,2022,PHI,Philadelphia Eagles,219359743.0
763,nfl,2022,PIT,Pittsburgh Steelers,210658592.0
764,nfl,2022,SF,San Francisco 49ers,206082457.0
765,nfl,2022,SEA,Seattle Seahawks,215796566.0
766,nfl,2022,TB,Tampa Bay Buccaneers,202960773.0
767,nfl,2022,TEN,Tennessee Titans,208998318.0
768,nfl,2022,WSH,Washington Commanders,207402414.0
769,nhl,2020,ANA,Anaheim Ducks,81500000.0
770,nhl,2020,ARI,Arizona Coyotes,81500000.0
771,nhl,2020,BOS,Boston Bruins,82245943.0
772,nhl,2020,BUF,Buffalo Sabres,72678411.0
773,nhl,2020,CGY,Calgary Flames,77897228.0
774,nhl,2020,CAR,Carolina Hurricanes,77568328.0
775,nhl,2020,CHI,Chicago Blackhawks,81500000.0
776,nhl,2020,COL,Colorado Avalanche,81500000.0
777,nhl,2020,CBJ,Columbus Blue Jackets,73835118.0
778,nhl,2020,DAL,Dallas Stars,81500000.0
779,nhl,2020,DET,Detroit Red Wings,73725168.0
780,nhl,2020,EDM,Edmonton Oilers,81500000.0
781,nhl,2020,FLA,Florida Panthers,80743103.0
782,nhl,2020,LA,Los Angeles Kings,71143210.0
783,nhl,2020,MIN,Minnesota Wild,81088412.0
784,nhl,2020,MTL,Montreal Canadiens,81500000.0
785,nhl,2020,NSH,Nashville Predators,83520657.0
786,nhl,2020,NJ,New Jersey Devils,62254273.0
787,nhl,2020,NYI,New York Islanders,81500000.0
788,nhl,2020,NYR,New York Rangers,74226625.0
789,nhl,2020,OTT,Ottawa Senators,66354638.0
790,nhl,2020,PHI,Philadelphia Flyers,78849867.0
791,nhl,2020,PIT,Pittsburgh Penguins,81500000.0
792,nhl,2020,SJ,San Jose Sharks,79896022.0
793,nhl,2020,STL,St Louis Blues,81500000.0
794,nhl,2020,TB,Tampa Bay Lightning,81500000.0
795,nhl,2020,TOR,Toronto Maple Leafs,81500000.0
796,nhl,2020,VAN,Vancouver Canucks,81500000.0
797,nhl,2020,VGK,Vegas Golden Knights,81500000.0
798,nhl,2020,WSH,Washington Capitals,81500000.0
799,nhl,2020,WPG,Winnipeg Jets,81500000.0
800,nhl,2021,ANA,Anaheim Ducks,60305455.0
801,nhl,2021,ARI,Arizona Coyotes,85587556.0
802,nhl,2021,BOS,Boston Bruins,81650744.0
803,nhl,2021,BUF,Buffalo Sabres,65994622.0
804,nhl,2021,CGY,Calgary Flames,81500000.0
805,nhl,2021,CAR,Carolina Hurricanes,81500000.0
806,nhl,2021,CHI,Chicago Blackhawks,81500000.0
807,nhl,2021,COL,Colorado Avalanche,81500000.0
808,nhl,2021,CBJ,Columbus Blue Jackets,69433690.0
809,nhl,2021,DAL,Dallas Stars,81500000.0
810,nhl,2021,DET,Detroit Red Wings,69557687.0
811,nhl,2021,EDM,Edmonton Oilers,81500000.0
812,nhl,2021,FLA,Florida Panthers,81500000.0
813,nhl,2021,LA,Los Angeles Kings,81500000.0
814,nhl,2021,MIN,Minnesota Wild,83330618.0
815,nhl,2021,MTL,Montreal Canadiens,81500000.0
816,nhl,2021,NSH,Nashville Predators,71653906.0
817,nhl,2021,NJ,New Jersey Devils,73577425.0
818,nhl,2021,NYI,New York Islanders,79269354.0
819,nhl,2021,NYR,New York Rangers,82449595.0
820,nhl,2021,OTT,Ottawa Senators,71522731.0
821,nhl,2021,PHI,Philadelphia Flyers,81500000.0
822,nhl,2021,PIT,Pittsburgh Penguins,81500000.0
823,nhl,2021,SJ,San Jose Sharks,76292867.0
824,nhl,2021,SEA,Seattle Kraken,71773775.0
825,nhl,2021,STL,St Louis Blues,81500000.0
826,nhl,2021,TB,Tampa Bay Lightning,81500000.0
827,nhl,2021,TOR,Toronto Maple Leafs,81500000.0
828,nhl,2021,VAN,Vancouver Canucks,81500000.0
829,nhl,2021,VGK,Vegas Golden Knights,81500000.0
830,nhl,2021,WSH,Washington Capitals,81500000.0
831,nhl,2021,WPG,Winnipeg Jets,81500000.0
832,nhl,2022,ANA,Anaheim Ducks,70771464.0
833,nhl,2022,ARI,Arizona Coyotes,67553790.0
834,nhl,2022,BOS,Boston Bruins,82500000.0
835,nhl,2022,BUF,Buffalo Sabres,65265598.0
836,nhl,2022,CGY,Calgary Flames,82590180.0
837,nhl,2022,CAR,Carolina Hurricanes,82387500.0
838,nhl,2022,CHI,Chicago Blackhawks,81924351.0
839,nhl,2022,COL,Colorado Avalanche,82475000.0
840,nhl,2022,CBJ,Columbus Blue Jackets,82500000.0
841,nhl,2022,DAL,Dallas Stars,81981992.0
842,nhl,2022,DET,Detroit Red Wings,74721594.0
843,nhl,2022,EDM,Edmonton Oilers,81604000.0
844,nhl,2022,FLA,Florida Panthers,87439609.0
845,nhl,2022,LA,Los Angeles Kings,80201091.0
846,nhl,2022,MIN,Minnesota Wild,82114357.0
847,nhl,2022,MTL,Montreal Canadiens,81367500.0
848,nhl,2022,NSH,Nashville Predators,81370388.0
849,nhl,2022,NJ,New Jersey Devils,82500000.0
850,nhl,2022,NYI,New York Islanders,81095304.0
851,nhl,2022,NYR,New York Rangers,83446494.0
852,nhl,2022,OTT,Ottawa Senators,79244572.0
853,nhl,2022,PHI,Philadelphia Flyers,82205000.0
854,nhl,2022,PIT,Pittsburgh Penguins,82500000.0
855,nhl,2022,SJ,San Jose Sharks,82500000.0
856,nhl,2022,SEA,Seattle Kraken,82500000.0
857,nhl,2022,STL,St Louis Blues,80736327.0
858,nhl,2022,TB,Tampa Bay Lightning,82500000.0
859,nhl,2022,TOR,Toronto Maple Leafs,82287500.0
860,nhl,2022,VAN,Vancouver Canucks,81250000.0
861,nhl,2022,VGK,Vegas Golden Knights,82500000.0
862,nhl,2022,WSH,Washington Capitals,82400000.0
863,nhl,2022,WPG,Winnipeg Jets,81735703.0
